L.p.,Sex,Age_2,Man_nman,Av_1,Dst_2,Cst_3,Av_4,Av_5,Dst_6,Dst_7,Cst_8,Dst_9,Dst_10,Av_11,Av_12,Cst_13,Pas_14,Av_15,Dst_16,Av_17,Dst_18,Cst_19,Cst_20,Pas_21,Cst_22,Dst_23,Pas_24,Av_25,Cst_26,Pas_27,Pas_28,Pas_29,Dst_30,Pas_31,Av_Pass,ConstrB,DestrB,AnxEm,HappEm,DejEm,AngerEm
1696,1,2,0,2,1,4,2,3,1,1,2,1,1,2,4,2,2,2,1,2,1,2,4,2,2,2,3,2,2,2,1,2,1,2,2.5,2.571429,1,1.13,2.43,1.6,1
1697,0,2,0,2,3,2,3,2,1,2,3,2,2,2,2,2,3,1,3,2,2,2,2,2,3,1,1,2,3,1,2,3,2,3,2,2.428571,2,1.5,1.71,1.8,1.75
1698,1,1,0,2,3,3,2,1,2,2,3,1,2,2,2,3,1,2,2,1,2,3,3,1,3,2,2,1,3,1,2,2,1,1,1.5,3,1.666667,1.63,1.43,1.6,2.25
1699,0,1,0,1,4,3,1,4,1,4,3,2,1,4,4,4,3,1,4,3,3,4,2,2,4,4,3,2,3,2,1,1,2,1,2.5,3.285714,2.166667,2,1.86,2.4,3.5
1700,0,1,0,4,3,2,2,1,1,2,2,2,2,2,3,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2.25,2,2,2.13,1.71,1.6,2.5
1701,1,3,0,1,2,3,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,3,3,1,3,1,1,1,1,1,1,3,1,1,1,2.714286,1,1.13,3.14,1.4,1.5
1702,0,1,0,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1.38,1.86,1.6,1.75
1703,1,2,0,3,3,3,2,2,1,1,3,2,1,2,3,3,2,3,3,3,1,2,2,3,2,1,2,2,2,3,1,3,2,2,2.375,2.428571,1.666667,2.25,1.86,2,2.5
1704,1,1,0,2,2,1,3,1,1,2,1,1,2,4,3,3,3,2,3,1,3,2,3,2,1,2,3,2,3,2,3,1,2,3,2.375,2,2,1.88,1.71,2,2.25
1705,0,2,0,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,3,1,2,2,2,1.166667,2.38,1.86,1.8,2.25
1706,1,3,0,2,1,2,2,2,1,1,2,1,1,1,3,2,3,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2.25,2,1.333333,2,1.86,1.6,2.5
1707,1,1,0,2,3,3,2,2,2,2,3,1,2,2,3,3,1,2,2,1,2,3,3,1,3,2,2,1,3,2,2,2,1,1,1.75,3,1.666667,1.75,1.43,1.6,2.25
1708,1,2,0,1,4,3,1,4,1,4,3,2,1,3,4,3,3,1,4,3,3,4,2,2,4,4,3,2,3,2,1,2,2,1,2.5,3.142857,2.166667,1.88,1.71,2.4,3
1709,0,3,0,3,3,3,2,3,1,1,3,3,1,2,3,3,2,3,3,3,1,1,2,3,2,1,2,2,2,3,1,3,2,2,2.5,2.285714,1.833333,2.38,1.86,2,2.75
1710,0,3,0,2,2,1,3,1,1,2,1,1,2,4,3,3,2,2,3,1,3,2,3,2,1,2,3,2,3,3,3,1,2,3,2.25,2,2,1.88,1.86,2,2.25
1711,1,2,0,2,1,1,3,1,2,1,3,2,1,1,2,3,1,2,3,2,2,2,4,3,1,3,1,1,1,3,1,3,3,1,1.75,2.142857,2.166667,1.63,1.43,1.8,1.75
1712,0,2,0,2,2,2,2,1,2,2,3,3,3,2,2,3,1,2,3,2,2,3,3,3,2,3,3,2,3,3,2,3,1,3,2,2.714286,2.333333,2.5,2.43,2.4,3
1713,0,2,0,1,2,3,1,2,1,3,3,1,1,1,2,3,2,1,1,2,2,3,3,3,3,1,1,1,3,1,2,2,1,1,1.625,3,1.166667,1.38,2.86,1,1.5
1714,0,3,0,3,2,2,3,1,1,1,2,1,1,2,3,2,2,2,1,2,1,2,2,3,2,1,2,3,2,2,2,2,1,2,2.375,2,1,1.75,1.43,2.2,2.25
1715,0,3,0,2,2,2,2,2,2,2,2,2,1,3,3,2,3,3,2,3,1,2,2,3,2,1,1,3,2,2,2,2,1,2,2.5,2,1.5,2,1.14,2.2,1.5
1716,1,3,0,3,1,2,2,1,1,1,2,2,1,1,2,2,3,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,3,2,2,1.333333,2.25,1.14,2.4,2.75
1717,0,2,0,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1.875,1.714286,1.666667,2.13,2,1.6,2.25
1718,1,3,0,1,2,3,1,2,1,3,3,1,1,1,1,3,1,1,1,1,1,3,3,3,3,1,1,1,3,1,2,3,1,1,1.375,3,1,1.25,2.86,1,1.25
1719,1,4,0,2,2,3,1,2,1,2,4,1,1,1,3,1,1,3,2,2,1,4,3,2,3,3,3,2,2,2,2,1,1,2,2.125,2.857143,1.166667,1.88,2.86,2,2
1720,1,4,0,1,2,4,1,1,1,3,1,1,1,2,3,1,1,3,1,2,2,3,3,2,3,1,4,2,2,1,4,1,1,2,2.125,2.428571,1.166667,1.5,3,1.6,1.75
1721,1,3,0,1,1,3,1,1,1,1,4,1,1,1,2,3,1,2,1,2,1,2,2,2,3,1,2,1,3,1,2,2,1,2,1.5,2.857143,1,1.63,3.43,1,1.25
1722,1,3,0,2,1,2,2,1,1,1,2,1,2,1,2,3,1,2,1,2,2,3,3,1,3,1,2,1,3,1,1,2,1,2,1.5,2.714286,1.333333,1.38,2.71,1.2,1.25
1723,1,2,0,1,2,3,1,1,1,1,4,1,1,1,2,3,1,2,1,1,1,3,3,2,3,1,2,1,3,2,2,2,1,2,1.5,3.142857,1,1.25,3.71,1.4,1.5
1724,0,1,0,2,3,2,2,2,1,2,3,1,1,2,3,3,1,3,3,2,1,3,2,2,3,1,2,2,3,2,2,2,2,2,2.125,2.714286,1.5,1.25,2.86,1.6,1.75
1725,1,4,0,2,2,3,2,1,1,1,3,1,1,1,2,1,2,2,1,2,1,2,1,3,1,1,1,3,1,1,2,1,2,2,2,1.714286,1.166667,1.13,3.14,1,1.25
1726,1,1,0,2,2,3,2,1,1,1,3,1,1,1,2,3,2,2,1,1,1,3,3,1,4,1,1,1,2,2,1,1,1,1,1.5,3,1,1.75,2.57,1,2
1727,1,4,0,2,2,2,2,2,2,1,3,1,2,2,2,3,2,3,1,2,1,3,3,2,3,1,2,1,2,2,2,1,1,2,2,2.714286,1.333333,1.38,2.71,1.6,1.75
1728,1,1,0,2,2,3,2,1,1,1,3,1,1,1,3,3,1,1,1,2,2,3,3,1,3,1,1,1,1,1,1,1,2,1,1.375,2.714286,1.333333,1.13,2.71,1.2,1
1729,1,4,0,2,1,2,2,2,1,3,3,1,2,2,3,3,2,2,2,2,1,2,2,2,2,3,2,2,2,1,2,2,1,2,2.125,2.285714,1.333333,1.88,2.43,1.6,2
1730,0,3,0,3,3,3,3,3,1,1,3,2,2,2,2,3,2,2,3,2,2,2,3,3,2,1,2,3,2,2,2,3,1,2,2.5,2.571429,1.833333,2.75,3,2.4,3.25
1731,1,3,0,1,1,3,1,1,1,1,3,1,1,1,1,4,1,1,1,2,1,4,3,1,4,4,1,1,1,1,1,1,1,1,1,3.142857,1,1.25,3.43,1,1.25
1732,1,1,0,4,4,4,3,3,3,3,4,4,4,4,4,3,4,3,3,3,4,3,3,4,3,3,3,4,4,4,3,3,4,4,3.5,3.428571,3.666667,3.38,3.43,3.4,3.5
1733,1,3,0,2,2,2,2,3,2,2,3,2,2,1,3,3,3,2,1,2,1,3,3,2,3,3,3,3,2,3,2,3,2,1,2.625,2.714286,1.666667,2.63,3.43,1.8,2.25
1734,1,1,0,2,2,2,2,2,1,1,2,1,1,1,1,4,3,3,2,1,2,2,2,3,3,2,2,2,3,2,2,2,2,1,2.25,2.571429,1.5,2.25,2.71,2.6,2.25
1735,0,2,0,1,2,3,1,1,1,1,3,1,1,1,2,3,1,2,1,1,1,3,3,1,3,1,1,1,3,1,1,1,1,1,1.25,3,1,1.13,1.86,1.8,1.25
1736,1,3,0,2,2,3,2,2,2,2,3,1,2,2,3,3,1,2,2,2,2,3,4,2,3,1,1,2,3,1,1,2,1,2,1.875,3.142857,1.666667,1.75,2.86,1.2,2
1737,1,2,0,2,2,1,2,1,1,1,3,1,2,1,1,2,1,2,3,3,2,2,1,2,2,2,2,2,2,2,2,3,1,2,1.625,1.857143,1.666667,1.63,2.29,2.2,1.75
1738,1,3,0,3,2,3,1,2,2,1,3,1,1,2,2,3,2,2,3,2,2,3,2,1,3,1,1,1,3,2,1,2,1,2,1.5,2.857143,1.666667,2,2.29,1.8,2.5
1739,1,4,0,2,1,3,2,1,1,1,3,1,1,1,3,3,1,3,2,2,1,3,4,2,4,1,1,2,4,1,1,2,1,1,1.875,3.428571,1.166667,1.5,3.43,1.2,1.5
1740,1,2,0,2,1,4,1,1,1,1,4,1,1,1,2,3,1,2,1,1,1,4,4,1,4,1,1,2,3,2,1,2,1,1,1.375,3.714286,1,1.63,3.14,1.2,1.5
1741,1,2,0,2,1,2,2,1,1,1,2,1,1,1,2,3,1,1,2,2,2,3,3,1,2,1,1,2,3,1,1,2,1,2,1.375,2.571429,1.333333,1.75,2.71,1.4,2
1742,1,2,0,1,1,4,1,1,1,1,3,1,1,1,1,4,1,1,1,1,1,3,3,1,3,1,2,1,4,1,1,1,1,2,1.125,3.428571,1,1.38,3.14,1,2
1743,0,4,0,3,2,3,3,2,1,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,3,2,2,2.142857,1.333333,2.88,4,2,2
1744,0,2,0,2,3,2,2,2,1,3,3,2,2,1,2,2,2,1,2,2,2,3,3,2,2,1,2,2,2,2,3,3,1,2,1.875,2.428571,1.666667,2.13,2.57,2,2
1745,1,2,0,1,1,3,1,1,1,1,4,1,1,1,1,1,4,1,2,1,1,1,3,4,1,4,3,1,1,4,1,1,1,1,2,2,1.166667,1.63,3.14,1,1
1746,1,2,0,2,1,3,2,2,1,1,3,1,1,1,4,3,1,2,1,2,1,3,3,1,3,1,1,2,3,1,2,1,1,2,1.875,3,1,1.63,3.14,1,1.25
1747,1,1,0,1,2,4,1,2,1,3,1,2,1,1,1,4,1,1,2,1,1,3,4,1,4,1,1,1,4,1,2,1,1,2,1.125,3.428571,1.333333,1.38,4,1.2,1.5
1748,1,3,0,1,1,3,2,1,2,1,3,1,1,1,3,3,1,1,2,2,1,3,4,1,4,1,1,2,2,2,4,3,1,1,1.5,3.142857,1.333333,2.25,2.86,1.2,1.75
1749,1,2,0,2,1,3,2,2,1,1,3,1,1,1,2,2,2,3,1,2,2,3,3,2,3,1,2,1,2,2,3,2,1,1,2,2.714286,1.166667,1.63,3.29,1.4,1.75
1750,1,3,0,1,1,1,1,1,1,1,3,1,1,1,4,4,1,4,1,2,1,4,3,1,4,1,2,1,4,1,1,1,1,1,1.875,3.285714,1,1.13,3.86,1,1
1751,1,4,0,2,1,3,2,1,1,1,3,1,1,1,2,3,1,2,1,1,2,3,3,1,3,1,2,1,2,1,2,2,1,2,1.5,2.857143,1.166667,1.75,2.86,1,1.25
1752,1,3,0,2,1,2,2,2,1,1,3,1,1,2,2,3,2,3,1,1,2,3,3,2,3,1,1,1,2,2,2,2,1,2,1.875,2.714286,1.166667,1.88,2.71,1.2,1.75
1753,0,4,0,2,1,3,1,1,1,1,2,1,1,1,2,4,1,4,2,2,1,4,3,1,3,1,2,1,2,1,3,2,1,1,1.625,3,1.166667,1,3.29,1.4,1.5
1754,1,2,0,1,1,4,1,1,1,1,1,1,1,3,1,4,1,2,1,3,3,1,4,4,1,1,4,1,3,1,1,1,1,1,1.875,2.571429,1.333333,1,3.86,1,1.25
1755,1,3,0,1,2,4,1,1,1,1,4,1,1,1,2,4,1,2,1,1,1,4,4,1,3,3,1,1,3,1,2,1,1,2,1.25,3.714286,1,1.13,2,2,1
1756,1,2,0,3,3,3,3,3,1,1,1,1,1,1,1,2,3,4,1,1,1,4,3,4,2,2,2,2,2,2,2,2,2,4,2.75,2.428571,1.166667,2,2.43,1.6,2
1757,1,3,0,1,1,3,1,1,1,1,4,1,1,1,1,4,1,1,1,1,2,4,4,1,4,1,1,1,2,1,2,1,1,2,1,3.571429,1.166667,1.38,3.57,1,1.75
1758,1,4,0,3,1,3,2,2,1,2,4,2,2,2,4,3,2,3,1,1,2,3,3,2,3,1,2,2,3,2,2,2,1,3,2.375,3.142857,1.5,1.63,3.14,1,1.25
1759,1,3,0,1,1,4,1,1,1,4,4,1,1,1,3,4,1,1,1,1,1,4,4,1,4,1,2,1,4,1,4,1,1,1,1.375,4,1,1.38,2.57,1,1.5
1760,1,4,0,1,1,3,1,2,1,1,4,1,1,1,2,4,1,1,1,1,2,3,4,1,3,1,1,1,2,2,1,2,1,1,1.25,3.285714,1.166667,1.88,2.71,1,2.25
1761,1,2,0,2,2,2,4,3,3,2,3,1,1,1,1,1,1,2,3,4,1,2,1,3,3,4,1,3,2,2,2,2,2,3,2.25,2,1.833333,2.38,2.29,3,1.75
1762,0,3,0,3,2,2,2,2,3,1,1,1,3,4,1,2,2,2,2,3,3,2,3,1,2,2,3,3,2,2,2,3,3,3,2,2,2.5,2,2.57,2.2,1.75
1763,1,3,0,1,1,1,2,2,1,2,1,2,4,2,2,1,2,2,3,3,2,3,1,2,1,2,2,2,3,1,2,2,2,2,2,1.571429,2.333333,2.5,2.29,1.8,2.25
1764,1,2,0,2,1,4,1,1,1,1,3,1,1,1,4,3,1,1,2,1,1,3,3,1,3,1,1,1,1,2,1,1,1,1,1.375,2.857143,1.166667,1.25,3.14,1,1.5
1765,1,3,0,2,2,4,2,1,2,2,1,3,2,1,1,1,2,1,1,1,2,3,1,2,1,2,2,3,3,2,2,3,1,2,1.75,2,1.833333,2.5,2.57,2.8,1.75
1766,1,3,0,1,2,1,1,1,1,1,1,1,1,2,3,1,2,1,1,1,2,4,1,2,1,1,1,2,1,1,1,1,1,2,1.625,1.428571,1.166667,1.75,2,1,1
1767,1,3,0,2,1,3,2,2,1,2,3,1,1,1,2,3,2,3,1,1,2,3,3,1,3,1,2,2,2,2,2,2,1,2,2,2.857143,1.166667,1.88,2.71,1.2,1.75
1768,0,3,0,3,1,1,1,1,4,1,1,1,2,4,1,3,1,1,1,3,4,2,4,1,1,1,4,1,2,1,2,1,1,2,1.375,2,2.166667,1.25,2.86,2.2,1.25
1769,1,3,0,1,1,2,2,1,1,2,2,1,1,2,2,1,2,1,4,3,1,2,1,2,1,3,4,2,3,2,2,3,1,2,2,1.714286,1.5,1.38,2.14,1.8,2
1770,1,3,0,2,2,3,1,2,1,1,3,2,2,3,2,3,2,2,1,2,2,3,2,1,3,1,1,2,4,1,1,2,1,1,1.625,3,1.5,2.63,2.71,1.6,1.75
1771,1,3,0,1,1,4,1,1,1,1,4,2,1,1,1,4,1,2,1,1,1,4,3,1,4,1,1,1,4,1,1,1,1,2,1.125,3.857143,1.166667,1.88,3.14,1.4,2
1772,1,4,0,2,1,3,1,2,2,1,4,2,2,2,4,4,2,2,2,2,2,2,4,4,1,4,1,1,1,4,1,1,2,4,2.125,2.714286,2,1.88,2.57,1.4,2
1773,1,3,0,1,1,1,4,1,1,1,4,4,1,2,1,1,4,3,1,1,1,1,3,4,1,4,1,2,2,2,1,1,1,1,2.5,1.857143,1.5,1.75,1.86,1.8,1.25
1774,1,4,0,2,2,4,1,1,1,2,3,2,2,1,2,2,2,3,1,2,2,4,4,1,3,2,2,2,2,3,1,1,1,1,1.75,3.142857,1.5,2,2.57,1.8,3
1775,1,2,0,1,1,4,1,2,1,1,3,1,1,1,1,4,1,1,1,1,1,3,3,1,3,1,1,1,4,1,1,1,1,1,1.125,3.428571,1,1.25,3.29,1,1.75
1776,1,3,0,1,2,3,2,1,1,1,4,2,1,1,3,4,1,2,1,2,2,3,2,2,3,1,2,2,2,1,1,1,1,3,1.875,3,1.333333,1.88,3.29,1.8,2
1777,1,3,0,1,4,4,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,4,4,1,4,1,1,1,4,1,1,1,1,1,1,4,1,1,3.43,1.4,1
1778,1,3,0,2,1,3,2,1,1,3,3,1,1,1,2,2,1,1,2,2,1,3,3,1,3,1,3,1,2,1,3,1,1,2,1.5,2.714286,1.166667,1.25,3.43,1,1
1779,1,1,0,2,2,2,2,1,1,2,4,2,2,1,4,3,3,2,2,1,2,2,3,1,3,2,3,2,2,2,2,2,1,2,2.25,2.714286,1.666667,1.75,3,1.6,1.5
1780,1,2,0,2,1,2,2,1,1,1,1,1,1,2,3,3,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1.5,1.857143,1,1.13,3,1,1
1781,0,4,0,3,4,4,2,3,2,3,3,2,2,2,1,1,3,2,1,1,2,4,4,3,3,4,3,3,4,3,3,3,1,2,2.5,3.285714,1.666667,3,3.71,2.6,2.75
1782,1,2,0,1,4,4,1,1,1,1,4,1,1,1,1,4,1,4,2,1,1,4,4,1,4,1,4,1,1,1,1,1,1,1,1.75,3.571429,1.166667,1.13,4,1,1
1783,1,4,0,2,1,3,1,2,1,1,3,1,1,1,4,2,2,2,3,1,2,3,3,2,3,1,3,2,3,2,3,2,1,3,2.25,2.857143,1.5,1.63,3.14,1.2,1.25
1784,0,4,0,2,2,3,2,2,1,2,3,1,2,2,3,3,2,2,1,2,1,3,3,2,2,1,2,2,1,2,2,3,1,2,2.125,2.571429,1.166667,2.13,2.29,1.6,2.5
1785,1,3,0,2,2,3,2,1,1,1,2,2,2,2,2,3,2,1,1,4,4,3,3,1,3,2,1,2,4,1,1,1,1,1,1.5,3,1.833333,2,3.43,1,1.75
1786,1,2,0,1,2,4,2,1,1,1,4,1,1,1,3,3,2,2,2,1,1,4,4,1,3,1,1,1,2,2,1,2,2,1,1.625,3.428571,1.333333,2.63,2.71,1.4,2
1787,0,2,0,1,2,2,1,3,1,2,2,1,1,2,2,2,1,2,1,2,1,4,4,1,4,1,2,2,4,1,1,2,1,2,1.75,3.142857,1,1,3,1.2,1.25
1788,0,3,0,2,2,4,2,2,1,1,3,1,1,1,2,4,1,2,1,2,2,4,4,1,1,1,1,1,3,1,1,2,1,2,1.5,3.285714,1.166667,1.5,2.57,1.2,1.75
1789,1,2,0,2,3,3,2,2,1,1,3,1,1,1,2,2,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1.75,2,1.333333,1.63,2.43,1.2,2
1790,1,2,0,1,2,3,1,1,1,2,3,1,1,2,2,3,2,3,2,2,1,3,2,2,3,1,2,2,3,2,2,2,1,2,1.875,2.857143,1.166667,1.25,2.57,1.2,2
1791,0,3,0,3,4,3,3,4,3,4,3,4,4,4,4,4,4,3,3,3,4,2,2,3,2,3,3,3,2,4,3,3,3,4,3.375,2.571429,3.5,3.25,3.57,3.4,4
1792,1,1,0,1,3,4,1,1,1,1,3,1,1,1,2,3,1,2,1,1,1,3,2,1,3,1,1,1,1,1,1,2,1,2,1.25,2.714286,1,1.38,2.57,1,1.75
1793,1,4,0,3,2,3,2,1,2,2,3,1,2,2,2,3,2,3,1,2,2,3,4,1,2,1,2,1,2,2,2,3,2,2,1.75,2.857143,1.666667,1.38,3.71,1,1.75
1794,1,3,0,1,1,2,1,1,3,1,1,1,1,3,1,2,1,1,1,3,2,1,4,1,2,1,2,1,2,1,2,2,1,2,1.125,2,1.5,1.63,2.29,1.4,1.25
1795,1,3,0,1,4,4,1,1,1,1,4,1,1,1,2,3,1,2,1,1,1,3,4,1,4,1,2,1,2,1,1,2,2,2,1.375,3.428571,1.166667,1.63,3.57,1.2,1.75
1796,1,3,0,3,2,2,3,1,1,1,3,1,1,4,3,3,2,3,1,2,1,2,3,2,3,1,2,2,3,2,3,2,2,2,2.25,2.714286,1.166667,2.13,3.14,1.6,2.25
1797,1,3,0,2,1,3,1,2,2,1,3,2,2,1,2,3,2,2,2,2,2,3,4,2,3,1,2,1,2,2,1,2,1,2,1.75,3,1.833333,2.38,2.14,2,2.5
1798,1,4,0,2,1,3,1,1,1,1,4,4,4,1,3,4,2,4,1,1,1,2,3,2,4,1,2,4,2,1,2,2,1,3,2.375,3.142857,2,1.63,3,2,1.75
1799,1,3,0,2,1,3,1,1,1,4,4,1,1,1,2,3,1,2,1,1,1,3,3,1,3,1,1,1,2,1,1,2,2,2,1.25,3,1.166667,1.5,3.57,1.2,1.5
1800,1,3,0,1,2,4,1,1,2,2,4,2,2,1,1,4,1,2,1,2,2,4,4,1,4,1,4,1,4,3,4,2,2,3,1.5,4,1.833333,2.25,2.29,2.4,2
1801,0,3,0,1,1,3,1,1,1,1,3,1,1,1,2,4,1,2,1,1,1,3,4,1,3,1,3,1,4,1,4,2,2,1,1.5,3.428571,1.166667,1.75,3,1.6,1.5
1802,1,3,0,2,1,3,2,1,2,1,3,1,1,1,4,3,2,3,1,2,1,3,3,2,3,1,1,2,2,2,2,2,1,2,2.125,2.857143,1.166667,1.75,3.14,1.2,1.5
1803,1,1,0,1,2,3,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,3,2,1,4,1,1,1,3,1,1,1,1,1,1,3,1,1,3.14,1.2,1
1804,1,4,0,2,2,3,2,1,1,3,3,1,1,1,3,3,2,3,1,2,2,3,3,2,3,1,2,2,2,1,2,2,1,2,2.125,2.857143,1.166667,2.5,2.86,2,1.75
1805,1,1,0,1,1,3,1,1,1,1,3,1,1,1,4,3,1,3,1,1,1,3,3,1,4,1,1,1,3,1,2,3,1,3,1.625,3.142857,1,1.38,3,1.4,1.75
1806,1,2,0,2,2,3,2,1,1,1,3,1,1,1,2,3,1,2,1,2,1,3,3,1,3,1,1,2,3,2,2,2,1,2,1.5,3,1,1.25,3,1.2,2
1807,0,3,0,1,4,4,1,1,2,2,4,2,1,1,4,4,1,2,1,3,1,4,4,1,4,1,1,1,1,2,2,4,1,1,1.5,3.571429,1.333333,2,3,1.8,2
1808,1,1,0,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,2.375,2,2,2.13,2.14,2.2,2
1809,1,2,0,2,2,2,2,2,1,1,3,1,1,2,3,4,1,1,2,1,1,4,2,1,3,1,1,1,1,2,2,2,2,1,1.5,2.714286,1.333333,1.38,2.14,1.4,1.75
1810,0,4,0,4,4,2,3,2,1,1,4,2,3,3,4,4,3,2,2,1,1,4,2,2,4,4,1,1,3,3,3,3,1,4,2.25,3.285714,1.666667,2.25,1.86,2.4,2.5
1811,1,3,0,3,3,2,3,4,1,1,4,2,3,3,4,4,3,2,2,1,1,4,2,2,3,3,1,1,3,3,3,3,1,3,2.5,3.142857,1.666667,1.75,1.57,2,1.75
1812,1,2,0,1,4,4,1,1,2,2,4,2,1,1,4,4,1,2,1,3,1,4,4,1,4,1,1,1,1,2,2,4,1,1,1.5,3.571429,1.333333,1.88,3,2,2
1813,0,3,0,4,2,2,4,3,1,1,2,1,2,3,3,2,1,2,1,4,1,2,2,3,2,1,2,4,2,2,2,3,2,3,2.75,2,1.333333,1.88,1.71,2,1.75
1814,1,2,0,3,2,2,3,3,1,1,2,1,2,3,3,2,1,2,1,4,1,2,2,3,2,1,2,4,2,2,2,3,2,4,2.625,2,1.333333,1.88,1.71,2,2
1815,1,2,0,2,2,2,3,2,2,3,3,2,2,3,2,2,2,2,3,2,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2.375,2.142857,2.333333,2.25,2.57,2.2,2
1816,1,3,0,1,1,4,2,2,1,1,3,1,2,2,2,3,2,3,3,1,2,1,4,2,5,1,2,1,4,2,2,4,1,2,2,3.428571,1.666667,1.38,2.43,1.8,2.5
1817,1,2,0,1,1,4,1,2,1,1,4,1,1,2,2,4,2,4,3,1,2,1,4,2,3,1,2,1,4,2,2,3,1,1,2,3.428571,1.5,1.5,2.29,1.8,2.75
1818,1,4,0,1,1,4,2,2,1,1,3,1,2,2,2,4,2,4,3,1,2,1,4,2,3,1,2,1,4,2,2,3,1,2,2.125,3.285714,1.666667,1.5,2.43,1.8,2.5
1819,1,2,0,2,1,4,1,1,1,1,3,1,1,2,1,3,2,2,2,3,1,3,1,1,4,1,1,1,3,1,1,2,1,2,1.25,3,1.166667,1.13,2.14,1.2,2
1820,1,3,0,2,1,4,1,1,1,1,3,1,1,2,1,3,2,2,2,3,1,3,2,1,3,1,1,1,4,1,1,2,1,2,1.25,3.142857,1.166667,1.13,2.14,1.2,1.75
1821,0,2,0,2,3,3,1,1,1,1,3,1,1,2,3,3,1,2,1,1,1,3,3,1,3,1,1,1,4,1,1,2,1,2,1.375,3.142857,1,1.63,3,1,1.25
1822,0,1,0,2,1,4,1,1,1,1,3,1,1,2,1,3,2,2,2,3,1,3,2,1,3,1,1,1,3,1,1,2,1,2,1.25,3,1.166667,1.13,2.14,1.2,1.75
1823,1,3,0,4,3,3,3,2,1,1,4,2,3,3,4,4,3,2,2,1,1,4,2,2,4,4,1,1,3,3,3,3,1,3,2.25,3.428571,1.666667,2.63,1.86,2.2,2.25
1824,0,4,0,3,3,2,3,2,1,1,4,2,3,3,4,4,3,2,2,1,1,4,2,2,4,4,1,1,3,3,3,3,1,3,2.25,3.285714,1.666667,2.38,1.86,2.2,2.5
1825,1,2,0,1,1,4,1,1,1,1,4,2,1,4,1,4,1,2,2,2,3,4,3,1,4,1,1,1,4,1,1,1,3,4,1.125,3.857143,2,1.25,2.86,1.4,2
1826,0,3,0,2,1,4,1,1,1,1,4,1,1,1,4,3,1,1,2,2,2,4,4,1,4,1,1,1,2,2,4,2,1,1,1.375,3.571429,1.333333,1.25,2.71,1.8,1.75
1827,0,2,0,2,1,4,1,1,1,1,4,1,1,1,4,4,1,1,2,1,1,4,4,1,4,1,1,1,2,2,4,2,1,1,1.375,3.714286,1.166667,1.25,2.71,1.8,2
1828,0,1,0,2,3,2,2,3,1,2,3,2,2,2,3,3,1,2,2,1,2,3,3,2,2,2,1,2,3,1,2,2,1,2,2,2.714286,1.666667,2.38,2.29,1.2,2.5
1829,1,1,0,2,3,3,3,2,2,2,2,3,2,2,3,2,2,2,1,2,2,2,3,2,2,2,3,3,3,2,2,2,2,2,2.5,2.428571,2,2.38,2.29,2.2,2.25
1830,0,1,0,2,3,2,2,2,2,3,2,2,3,2,2,2,1,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2,2,3,1.875,2.142857,2.333333,2,2.43,2.6,2.5
1831,1,1,0,2,3,4,3,3,3,2,2,1,2,2,2,3,3,3,3,2,2,3,2,4,3,3,2,2,2,2,3,2,2,4,2.75,2.714286,2.166667,2.75,2.57,2.4,2.75
1832,1,2,0,3,2,3,3,3,2,3,2,3,2,3,2,3,2,3,3,3,2,3,3,2,2,3,3,2,3,3,3,2,3,2,2.5,2.714286,2.5,2.75,2.57,2.4,2.75
1833,1,4,0,2,2,3,3,3,1,3,2,2,2,3,2,3,2,2,3,3,2,3,2,2,3,3,2,3,2,2,3,2,2,2,2.375,2.571429,2,1.88,2.86,1.4,1.25
1834,1,4,0,2,2,4,4,3,1,3,2,2,2,3,2,3,2,2,3,3,2,3,2,2,3,3,2,3,2,2,3,2,2,2,2.5,2.714286,2,1.75,3,1.4,1.25
1835,1,2,0,1,1,4,1,1,1,1,4,1,1,1,1,4,1,2,2,1,1,4,4,1,4,1,1,1,4,2,2,2,2,2,1.125,4,1.333333,2.25,1.43,1.4,2.5
1836,1,1,0,1,1,4,1,1,1,1,4,1,1,1,1,4,1,2,2,1,1,3,3,1,3,1,1,1,3,2,1,2,1,1,1.125,3.428571,1.166667,2.25,1.29,2,2.5
